1,1.370012640953064
1,0.97213178873062134
1,0.97213178873062134
2,0.9474024772644043
2,0.85645419359207153
2,0.80861008167266846
2,0.7929871678352356
2,0.7929871678352356
4,0.76777613162994385
4,0.72670245170593262
4,0.68713730573654175
4,0.67643707990646362
4,0.67630338668823242
4,0.67630338668823242
8,0.65053898096084595
8,0.60869336128234863
8,0.55240786075592041
8,0.5296904444694519
8,0.52844399213790894
8,0.52844399213790894
16,0.50493711233139038
16,0.49568024277687073
16,0.46749070286750793
16,0.46103987097740173
16,0.45999684929847717
16,0.45999684929847717
32,0.44051381945610046
32,0.43919786810874939
32,0.41071915626525879
32,0.40273573994636536
32,0.40139579772949219
32,0.40139579772949219
